Train Loss,Validation Loss,Accuracy,Precision,Recall,F1 Score
4.677624012873723,4.514667458004421,0.07871720116618076,0.10867041149451617,0.07871720116618076,0.07348917247594439
4.346222987541785,4.190213309393989,0.4159378036929057,0.4677793695945758,0.4159378036929057,0.3955982738080868
4.023572081785936,3.87314780553182,0.6720116618075802,0.6893643403222875,0.6720116618075802,0.647058982433761
3.7076374017275295,3.5645961496565075,0.7793974732750243,0.7993384408438721,0.7793974732750243,0.763543623378843
3.400818105844351,3.264732095930311,0.8241010689990281,0.8378061951800543,0.8241010689990281,0.8104612928053222
3.1029119308178243,2.9767318036821155,0.8517978620019436,0.8591411788695573,0.8517978620019436,0.8423880026085506
2.8198426246643065,2.700048181745741,0.8668610301263362,0.8731638530138149,0.8668610301263362,0.857423742518291
2.548511941616352,2.4376995033688016,0.8741496598639455,0.8765170710767862,0.8741496598639455,0.864850758449853
2.293986940383911,2.1947085327572293,0.880466472303207,0.8823306831680435,0.880466472303207,0.8712068034503061
2.057969643519475,1.9698138899273343,0.8858114674441205,0.8874322704182015,0.8858114674441205,0.8777041155212154
1.8425921036646917,1.7658264769448175,0.8926141885325559,0.9076590901223301,0.8926141885325559,0.8860587928017192
1.648479019678556,1.5821497307883368,0.8974732750242954,0.9118333346134093,0.8974732750242954,0.8913206317233914
1.475997576346764,1.4204094012578328,0.9003887269193391,0.9134265654783883,0.9003887269193391,0.8952017974821108
1.324655976662269,1.2783927652570937,0.9062196307094267,0.9155401349104344,0.9062196307094267,0.9021294151254138
1.1917147929851826,1.1540638208389282,0.9091350826044704,0.9180144444045782,0.9091350826044704,0.9052349020486737
1.076802239051232,1.0469597511821322,0.9115646258503401,0.9209321428306303,0.9115646258503401,0.9081787935754104
0.9771364046977117,0.9545657369825575,0.9139941690962099,0.9227872426452867,0.9139941690962099,0.9112117087180028
0.8926065105658311,0.8746449748675028,0.9144800777453839,0.9229795696457053,0.9144800777453839,0.9121544512720092
0.816841486784128,0.8061596618758308,0.9149659863945578,0.9236347919164536,0.9149659863945578,0.9127270633258209
0.752982848424178,0.7466049260563321,0.9164237123420796,0.9248603137268259,0.9164237123420796,0.9146697925330185
0.6996612172860366,0.6948745714293586,0.9173955296404276,0.9257420052191601,0.9173955296404276,0.9155127290997526
0.6514841345640329,0.6499695016278161,0.9193391642371235,0.9271985445108694,0.9193391642371235,0.9173505362524852
0.6092940367185152,0.6107446915573544,0.9188532555879495,0.9272479633713842,0.9188532555879495,0.9171367499919658
0.5707740545272827,0.5761825640996298,0.9203109815354713,0.9283704773713047,0.9203109815354713,0.918634929362972
