Train Loss,Validation Loss,Accuracy,Precision,Recall,F1 Score
4.768017534109262,4.714985158708361,0.033527696793002916,0.04271769408329627,0.033527696793002916,0.01748205223913832
4.690026518014761,4.641413635677761,0.07337220602526726,0.0859772522209561,0.07337220602526726,0.05112042797789141
4.617978323422945,4.5697485076056585,0.11467444120505345,0.1579530887925076,0.11467444120505345,0.09227642083701236
4.5491396757272575,4.500646220313178,0.2055393586005831,0.2651620477432385,0.2055393586005831,0.17172297577317966
4.477752091334416,4.430679162343343,0.27745383867832846,0.36386121630753687,0.27745383867832846,0.2437515291318908
4.4104356619027945,4.362241744995117,0.3435374149659864,0.4133737804266914,0.3435374149659864,0.3030152702751961
4.341865612910344,4.2933459811740455,0.4096209912536443,0.46441555649491006,0.4096209912536443,0.36578731807887016
4.273639994401198,4.2249830563863116,0.4645286686103013,0.5041569181961557,0.4645286686103013,0.4180320298405597
4.209594931969276,4.159245014190674,0.49805636540330417,0.5192721688188399,0.49805636540330417,0.44624088184441535
4.1462704218350925,4.091974920696682,0.5281827016520894,0.5496217765043989,0.5281827016520894,0.4748965457385677
4.080124715658335,4.02662009663052,0.5505344995140914,0.566271338211956,0.5505344995140914,0.4967057942949402
4.014583624326265,3.962396992577447,0.5738581146744413,0.6077860784774021,0.5738581146744413,0.5232820578542793
3.9515229555276723,3.8979819085862903,0.5903790087463557,0.6110093046853339,0.5903790087463557,0.5390211023999232
3.8883553945101226,3.8340286678738065,0.5962099125364432,0.6352502295935517,0.5962099125364432,0.5483325886629722
3.827609271269578,3.7710288100772433,0.6141885325558795,0.6839200339310145,0.6141885325558795,0.5739516576104626
3.7713462609511157,3.708720578087701,0.6258503401360545,0.686334519790124,0.6258503401360545,0.5860842335983054
3.7135273236494797,3.647413730621338,0.6355685131195336,0.6864289131984863,0.6355685131195336,0.5969115929489572
3.6448178694798394,3.5873577329847546,0.6559766763848397,0.6895221338759165,0.6559766763848397,0.6192364956160892
3.592579749914316,3.527736372417874,0.6656948493683188,0.7073509810791784,0.6656948493683188,0.630785355482821
3.535365519156823,3.468302223417494,0.6768707482993197,0.7115251387036637,0.6768707482993197,0.6439837336730203
3.484903783064622,3.410485691494412,0.6831875607385811,0.71936941638476,0.6831875607385811,0.6496495870762925
3.4230246580564057,3.3543446593814426,0.6929057337220602,0.7215668694366257,0.6929057337220602,0.6611718978494803
3.3723397695101225,3.2985375192430286,0.6953352769679301,0.7223154806615049,0.6953352769679301,0.6637738004713243
3.3134896351740912,3.2448438273535833,0.6992225461613216,0.7348655906296059,0.6992225461613216,0.6694587334057862
3.2610272590930647,3.1906357606252036,0.7031098153547133,0.7363527148247019,0.7031098153547133,0.6733870792930703
3.203240970464853,3.136732154422336,0.7137998056365403,0.7310873526588721,0.7137998056365403,0.6851078837677116
3.162911576491136,3.085164467493693,0.716715257531584,0.7357010859946433,0.716715257531584,0.6883299226010942
3.1092327668116644,3.0333769851260715,0.728377065111759,0.7554914726240541,0.728377065111759,0.7033032614106534
3.0580131163963906,2.9827400048573813,0.7264334305150631,0.7437064737595528,0.7264334305150631,0.6998019066174005
3.0185008195730356,2.932948191960653,0.7303206997084548,0.7465116207765573,0.7303206997084548,0.7034456357448657
2.9640440610738903,2.8842115932040744,0.7327502429543246,0.7527153604434754,0.7327502429543246,0.7074172128699766
2.9196783432593714,2.83723701371087,0.7366375121477162,0.767125855339547,0.7366375121477162,0.7112015445341815
2.884865716787485,2.792742649714152,0.7405247813411079,0.7694110377916252,0.7405247813411079,0.7172111894232381
2.83171402491056,2.746152400970459,0.7458697764820214,0.7771084673709072,0.7458697764820214,0.7227695999443272
2.7829471624814546,2.70109846856859,0.7517006802721088,0.7842594354403206,0.7517006802721088,0.7302028637229977
2.751025592363798,2.6566771136389837,0.7536443148688047,0.7870342899679558,0.7536443148688047,0.7339915112432678
2.7056769371032714,2.614979902903239,0.7526724975704567,0.7874307114313278,0.7526724975704567,0.7320300944025249
2.66498615191533,2.572616206275092,0.7580174927113703,0.7919759364197074,0.7580174927113703,0.740278474599133
